"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-1358803","R-HSA-1358803","Downregulation of ERBB2:ERBB3 signaling","3/324","13/11146",0.230769230769231,7.93874643874644,4.33117135125998,0.00560379992218828,0.0251013186597194,0.0156243399309382,"UBB/UBC/RPS27A",3
"R-HSA-140342","R-HSA-140342","Apoptosis induced DNA fragmentation","3/324","13/11146",0.230769230769231,7.93874643874644,4.33117135125998,0.00560379992218828,0.0251013186597194,0.0156243399309382,"HMGB2/HMGB1/H1-2",3
"R-HSA-209543","R-HSA-209543","p75NTR recruits signalling complexes","3/324","13/11146",0.230769230769231,7.93874643874644,4.33117135125998,0.00560379992218828,0.0251013186597194,0.0156243399309382,"UBB/UBC/RPS27A",3
"R-HSA-209560","R-HSA-209560","NF-kB is activated and signals survival","3/324","13/11146",0.230769230769231,7.93874643874644,4.33117135125998,0.00560379992218828,0.0251013186597194,0.0156243399309382,"UBB/UBC/RPS27A",3
"R-HSA-9013973","R-HSA-9013973","TICAM1-dependent activation of IRF3/IRF7","3/324","13/11146",0.230769230769231,7.93874643874644,4.33117135125998,0.00560379992218828,0.0251013186597194,0.0156243399309382,"UBB/UBC/RPS27A",3
"R-HSA-9637687","R-HSA-9637687","Suppression of phagosomal maturation","3/324","13/11146",0.230769230769231,7.93874643874644,4.33117135125998,0.00560379992218828,0.0251013186597194,0.0156243399309382,"UBB/UBC/RPS27A",3
"R-HSA-5696400","R-HSA-5696400","Dual Incision in GG-NER","5/324","41/11146",0.121951219512195,4.19527250828064,3.5464947920808,0.00639196112988087,0.0285139335999624,0.0177485253812157,"UBB/UBC/RPA3/RPS27A/DDB2",5
"R-HSA-8852276","R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","7/324","77/11146",0.0909090909090909,3.12738496071829,3.24112686256372,0.00693333397338579,0.0302662690867456,0.0188392682895746,"UBB/UBC/CDK1/RPS27A/PSMB5/PSMB10/TUBA1B",7
"R-HSA-9009391","R-HSA-9009391","Extra-nuclear estrogen signaling","7/324","77/11146",0.0909090909090909,3.12738496071829,3.24112686256372,0.00693333397338579,0.0302662690867456,0.0188392682895746,"HSPB1/GNG11/GNGT1/CDKN1B/CALM2/CAV2/GNG5",7
"R-HSA-174490","R-HSA-174490","Membrane binding and targetting of GAG proteins","3/324","14/11146",0.214285714285714,7.37169312169312,4.12753767940992,0.0069802281104118,0.0302662690867456,0.0188392682895746,"UBB/UBC/RPS27A",3
"R-HSA-174495","R-HSA-174495","Synthesis And Processing Of GAG, GAGPOL Polyproteins","3/324","14/11146",0.214285714285714,7.37169312169312,4.12753767940992,0.0069802281104118,0.0302662690867456,0.0188392682895746,"UBB/UBC/RPS27A",3
"R-HSA-3322077","R-HSA-3322077","Glycogen synthesis","3/324","14/11146",0.214285714285714,7.37169312169312,4.12753767940992,0.0069802281104118,0.0302662690867456,0.0188392682895746,"UBB/UBC/RPS27A",3
"R-HSA-3371568","R-HSA-3371568","Attenuation phase","3/324","14/11146",0.214285714285714,7.37169312169312,4.12753767940992,0.0069802281104118,0.0302662690867456,0.0188392682895746,"HSPA1B/PTGES3/HSPA8",3
"R-HSA-975110","R-HSA-975110","TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling","3/324","14/11146",0.214285714285714,7.37169312169312,4.12753767940992,0.0069802281104118,0.0302662690867456,0.0188392682895746,"UBB/UBC/RPS27A",3
"R-HSA-3769402","R-HSA-3769402","Deactivation of the beta-catenin transactivating complex","5/324","42/11146",0.119047619047619,4.09538506760729,3.4774298563452,0.00708690687233386,0.0305840121514099,0.0190370477656377,"SOX4/UBB/UBC/RPS27A/YWHAZ",5
"R-HSA-1538133","R-HSA-1538133","G0 and Early G1","4/324","27/11146",0.148148148148148,5.09647919524463,3.68738553112067,0.00725100657095234,0.0305840121514099,0.0190370477656377,"MYC/CDK1/LIN37/LIN9",4
"R-HSA-380994","R-HSA-380994","ATF4 activates genes in response to endoplasmic reticulum  stress","4/324","27/11146",0.148148148148148,5.09647919524463,3.68738553112067,0.00725100657095234,0.0305840121514099,0.0190370477656377,"CEBPB/EXOSC6/ATF4/EXOSC9",4
"R-HSA-8978934","R-HSA-8978934","Metabolism of cofactors","4/324","27/11146",0.148148148148148,5.09647919524463,3.68738553112067,0.00725100657095234,0.0305840121514099,0.0190370477656377,"CALM2/HPDL/COQ2/IDH1",4
"R-HSA-8982491","R-HSA-8982491","Glycogen metabolism","4/324","27/11146",0.148148148148148,5.09647919524463,3.68738553112067,0.00725100657095234,0.0305840121514099,0.0190370477656377,"UBB/UBC/CALM2/RPS27A",4
"R-HSA-9635486","R-HSA-9635486","Infection with Mycobacterium tuberculosis","4/324","27/11146",0.148148148148148,5.09647919524463,3.68738553112067,0.00725100657095234,0.0305840121514099,0.0190370477656377,"UBB/UBC/SFPQ/RPS27A",4
"R-HSA-9648002","R-HSA-9648002","RAS processing","4/324","27/11146",0.148148148148148,5.09647919524463,3.68738553112067,0.00725100657095234,0.0305840121514099,0.0190370477656377,"UBB/UBC/CALM2/RPS27A",4
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","10/324","140/11146",0.0714285714285714,2.45723104056437,3.00217810921972,0.00767381379383393,0.0322419153198294,0.0200690111866485,"UBB/UBC/RRAGA/CBX8/JUN/MECOM/SNAI2/RPS27A/PSMB5/PSMB10",10
"R-HSA-5696395","R-HSA-5696395","Formation of Incision Complex in GG-NER","5/324","43/11146",0.116279069767442,4.00014355440712,3.41047500079964,0.00783293858437441,0.0327834186311269,0.0204060704433408,"UBB/UBC/RPA3/RPS27A/DDB2",5
"R-HSA-69239","R-HSA-69239","Synthesis of DNA","9/324","120/11146",0.075,2.58009259259259,3.01108449662008,0.00823736304063139,0.0342855370522688,0.0213410654986447,"GMNN/UBB/ANAPC15/UBC/RPA3/UBE2E1/RPS27A/PSMB5/PSMB10",9
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","6/324","61/11146",0.0983606557377049,3.38372799028537,3.23007451757475,0.00834990647753417,0.0342855370522688,0.0213410654986447,"ID2/JUND/SGK1/JUNB/F3/ID3",6
"R-HSA-9658195","R-HSA-9658195","Leishmania infection","11/324","164/11146",0.0670731707317073,2.30739987955435,2.91842422535962,0.00838139181877958,0.0342855370522688,0.0213410654986447,"WNT5A/JUN/GNG11/GNGT1/CALM2/ARPC5/ACTB/GNG5/PLK2/NT5E/ACTG1",11
"R-HSA-9824443","R-HSA-9824443","Parasitic Infection Pathways","11/324","164/11146",0.0670731707317073,2.30739987955435,2.91842422535962,0.00838139181877958,0.0342855370522688,0.0213410654986447,"WNT5A/JUN/GNG11/GNGT1/CALM2/ARPC5/ACTB/GNG5/PLK2/NT5E/ACTG1",11
"R-HSA-2691230","R-HSA-2691230","Signaling by NOTCH1 HD Domain Mutants in Cancer","3/324","15/11146",0.2,6.88024691358025,3.9430553867171,0.00853975553884923,0.0342855370522688,0.0213410654986447,"UBB/UBC/RPS27A",3
"R-HSA-2691232","R-HSA-2691232","Constitutive Signaling by NOTCH1 HD Domain Mutants","3/324","15/11146",0.2,6.88024691358025,3.9430553867171,0.00853975553884923,0.0342855370522688,0.0213410654986447,"UBB/UBC/RPS27A",3
"R-HSA-3134975","R-HSA-3134975","Regulation of innate immune responses to cytosolic DNA","3/324","15/11146",0.2,6.88024691358025,3.9430553867171,0.00853975553884923,0.0342855370522688,0.0213410654986447,"UBB/UBC/RPS27A",3
"R-HSA-8875360","R-HSA-8875360","InlB-mediated entry of Listeria monocytogenes into host cell","3/324","15/11146",0.2,6.88024691358025,3.9430553867171,0.00853975553884923,0.0342855370522688,0.0213410654986447,"UBB/UBC/RPS27A",3
"R-HSA-937039","R-HSA-937039","IRAK1 recruits IKK complex","3/324","15/11146",0.2,6.88024691358025,3.9430553867171,0.00853975553884923,0.0342855370522688,0.0213410654986447,"UBB/UBC/RPS27A",3
"R-HSA-9706369","R-HSA-9706369","Negative regulation of FLT3","3/324","15/11146",0.2,6.88024691358025,3.9430553867171,0.00853975553884923,0.0342855370522688,0.0213410654986447,"UBB/UBC/RPS27A",3
"R-HSA-975144","R-HSA-975144","IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation","3/324","15/11146",0.2,6.88024691358025,3.9430553867171,0.00853975553884923,0.0342855370522688,0.0213410654986447,"UBB/UBC/RPS27A",3
"R-HSA-9711123","R-HSA-9711123","Cellular response to chemical stress","13/324","211/11146",0.0616113744075829,2.11950734304605,2.84064888906984,0.00870662707250258,0.0348265082900103,0.0216777935656405,"MYC/UBB/UBC/GPX1/COX7A2/TXNRD1/ATF4/RPS27A/PSMB5/TXN2/NDUFA4/PSMB10/IDH1",13
"R-HSA-68882","R-HSA-68882","Mitotic Anaphase","14/324","235/11146",0.0595744680851064,2.04943525085369,2.81330020695766,0.0087782162441174,0.0349837735611149,0.0217756834848268,"UBB/ANAPC15/BANF1/UBC/DYNLL1/SPC25/UBE2E1/CDK1/RPS27A/RAN/PSMB5/PSMB10/TUBA1B/CENPL",14
"R-HSA-1428517","R-HSA-1428517","Aerobic respiration and respiratory electron transport","15/324","260/11146",0.0576923076923077,1.98468660968661,2.77977290780569,0.00902003982476806,0.0358158357877237,0.0222936014176839,"NDUFC1/UBB/UBC/COQ10B/NDUFB1/SMIM20/NDUFA2/COX7A2/LDHB/RPS27A/TMEM223/NDUFB6/NDUFAF3/NDUFA4/PDHX",15
"R-HSA-2555396","R-HSA-2555396","Mitotic Metaphase and Anaphase","14/324","236/11146",0.0593220338983051,2.04075120318058,2.79607827118848,0.00909434390773811,0.0359790831970369,0.0223952149245491,"UBB/ANAPC15/BANF1/UBC/DYNLL1/SPC25/UBE2E1/CDK1/RPS27A/RAN/PSMB5/PSMB10/TUBA1B/CENPL",14
"R-HSA-445989","R-HSA-445989","TAK1-dependent IKK and NF-kappa-B activation","5/324","45/11146",0.111111111111111,3.82235939643347,3.28243623238276,0.00948540922921597,0.0373897585617095,0.0232732911614447,"UBB/UBC/HMGB1/IKBIP/RPS27A",5
"R-HSA-9013694","R-HSA-9013694","Signaling by NOTCH4","7/324","82/11146",0.0853658536585366,2.93669075579645,3.04557920820429,0.00969831675301345,0.0380904904357485,0.0237094623900901,"UBB/UBC/HES1/RPS27A/PSMB5/PSMB10/YWHAZ",7
"R-HSA-9033241","R-HSA-9033241","Peroxisomal protein import","6/324","63/11146",0.0952380952380952,3.27630805408583,3.13495578404757,0.00973789649093929,0.0381078693002823,0.0237202798810264,"UBB/UBC/ZFAND6/UBE2D3/RPS27A/IDH1",6
"R-HSA-1295596","R-HSA-1295596","Spry regulation of FGF signaling","3/324","16/11146",0.1875,6.45023148148148,3.77473209559904,0.0102873169060713,0.0389910892523819,0.0242700409892958,"UBB/UBC/RPS27A",3
"R-HSA-1362300","R-HSA-1362300","Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1","3/324","16/11146",0.1875,6.45023148148148,3.77473209559904,0.0102873169060713,0.0389910892523819,0.0242700409892958,"CDK1/LIN37/LIN9",3
"R-HSA-175474","R-HSA-175474","Assembly Of The HIV Virion","3/324","16/11146",0.1875,6.45023148148148,3.77473209559904,0.0102873169060713,0.0389910892523819,0.0242700409892958,"UBB/UBC/RPS27A",3
"R-HSA-193639","R-HSA-193639","p75NTR signals via NF-kB","3/324","16/11146",0.1875,6.45023148148148,3.77473209559904,0.0102873169060713,0.0389910892523819,0.0242700409892958,"UBB/UBC/RPS27A",3
"R-HSA-205043","R-HSA-205043","NRIF signals cell death from the nucleus","3/324","16/11146",0.1875,6.45023148148148,3.77473209559904,0.0102873169060713,0.0389910892523819,0.0242700409892958,"UBB/UBC/RPS27A",3
"R-HSA-2173791","R-HSA-2173791","TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)","3/324","16/11146",0.1875,6.45023148148148,3.77473209559904,0.0102873169060713,0.0389910892523819,0.0242700409892958,"UBB/UBC/RPS27A",3
"R-HSA-3229121","R-HSA-3229121","Glycogen storage diseases","3/324","16/11146",0.1875,6.45023148148148,3.77473209559904,0.0102873169060713,0.0389910892523819,0.0242700409892958,"UBB/UBC/RPS27A",3
"R-HSA-5684264","R-HSA-5684264","MAP3K8 (TPL2)-dependent MAPK1/3 activation","3/324","16/11146",0.1875,6.45023148148148,3.77473209559904,0.0102873169060713,0.0389910892523819,0.0242700409892958,"UBB/UBC/RPS27A",3
"R-HSA-8866427","R-HSA-8866427","VLDLR internalisation and degradation","3/324","16/11146",0.1875,6.45023148148148,3.77473209559904,0.0102873169060713,0.0389910892523819,0.0242700409892958,"UBB/UBC/RPS27A",3
"R-HSA-4608870","R-HSA-4608870","Asymmetric localization of PCP proteins","6/324","64/11146",0.09375,3.22511574074074,3.08881783873283,0.010490210085655,0.0396215600447737,0.0246624781401243,"UBB/UBC/WNT5A/RPS27A/PSMB5/PSMB10",6
"R-HSA-114452","R-HSA-114452","Activation of BH3-only proteins","4/324","30/11146",0.133333333333333,4.58683127572016,3.40373768467197,0.0105773718218563,0.0396742943075855,0.0246953026327076,"PMAIP1/DYNLL1/SFN/YWHAZ",4
"R-HSA-9674555","R-HSA-9674555","Signaling by CSF3 (G-CSF)","4/324","30/11146",0.133333333333333,4.58683127572016,3.40373768467197,0.0105773718218563,0.0396742943075855,0.0246953026327076,"UBB/UBC/UBE2D3/RPS27A",4
"R-HSA-9755511","R-HSA-9755511","KEAP1-NFE2L2 pathway","9/324","126/11146",0.0714285714285714,2.45723104056437,2.84630650679052,0.0111635840185858,0.0417287071591277,0.0259740738871634,"MYC/UBB/UBC/TXNRD1/ATF4/RPS27A/PSMB5/PSMB10/IDH1",9
"R-HSA-2173789","R-HSA-2173789","TGF-beta receptor signaling activates SMADs","5/324","47/11146",0.106382978723404,3.65970580509588,3.16154509771646,0.0113632437028887,0.0423290590169461,0.0263477634782118,"UBB/UBC/SMAD7/PPP1CB/RPS27A",5
"R-HSA-1169410","R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes","10/324","149/11146",0.0671140939597315,2.30880768912089,2.78285537199112,0.011636167836692,0.0431972805992266,0.0268881888367685,"UBB/UBC/HSPA1B/HSPA8/NPM1/UBE2E1/CDK1/RPS27A/FANCF/TUBA1B",10
"R-HSA-69563","R-HSA-69563","p53-Dependent G1 DNA Damage Response","6/324","66/11146",0.0909090909090909,3.12738496071829,2.99921050805572,0.0121169249207213,0.044475594578287,0.027683876601944,"UBB/UBC/CDKN1B/RPS27A/PSMB5/PSMB10",6
"R-HSA-69580","R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint","6/324","66/11146",0.0909090909090909,3.12738496071829,2.99921050805572,0.0121169249207213,0.044475594578287,0.027683876601944,"UBB/UBC/CDKN1B/RPS27A/PSMB5/PSMB10",6
"R-HSA-450385","R-HSA-450385","Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA","3/324","17/11146",0.176470588235294,6.07080610021787,3.62019671795194,0.0122269283365221,0.044475594578287,0.027683876601944,"ZFP36L1/EXOSC6/EXOSC9",3
"R-HSA-450604","R-HSA-450604","KSRP (KHSRP) binds and destabilizes mRNA","3/324","17/11146",0.176470588235294,6.07080610021787,3.62019671795194,0.0122269283365221,0.044475594578287,0.027683876601944,"EXOSC6/EXOSC9/YWHAZ",3
"R-HSA-9659787","R-HSA-9659787","Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects","3/324","17/11146",0.176470588235294,6.07080610021787,3.62019671795194,0.0122269283365221,0.044475594578287,0.027683876601944,"CDKN1B/CDK4/CDKN1C",3
"R-HSA-9661069","R-HSA-9661069","Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)","3/324","17/11146",0.176470588235294,6.07080610021787,3.62019671795194,0.0122269283365221,0.044475594578287,0.027683876601944,"CDKN1B/CDK4/CDKN1C",3
"R-HSA-2122947","R-HSA-2122947","NOTCH1 Intracellular Domain Regulates Transcription","5/324","48/11146",0.104166666666667,3.58346193415638,3.10355254042219,0.0123908021795597,0.044475594578287,0.027683876601944,"MYC/UBB/UBC/HES1/RPS27A",5
"R-HSA-5357905","R-HSA-5357905","Regulation of TNFR1 signaling","5/324","48/11146",0.104166666666667,3.58346193415638,3.10355254042219,0.0123908021795597,0.044475594578287,0.027683876601944,"UBB/UBC/OTUD1/UBE2D3/RPS27A",5
"R-HSA-73893","R-HSA-73893","DNA Damage Bypass","5/324","48/11146",0.104166666666667,3.58346193415638,3.10355254042219,0.0123908021795597,0.044475594578287,0.027683876601944,"UBB/UBC/RPA3/USP1/RPS27A",5
"R-HSA-9864848","R-HSA-9864848","Complex IV assembly","5/324","48/11146",0.104166666666667,3.58346193415638,3.10355254042219,0.0123908021795597,0.044475594578287,0.027683876601944,"COQ10B/SMIM20/COX7A2/TMEM223/NDUFA4",5
"R-HSA-451326","R-HSA-451326","Activation of kainate receptors upon glutamate binding","4/324","32/11146",0.125,4.30015432098765,3.23469113547863,0.0132649389080942,0.0471448976274561,0.0293453868510384,"GNG11/GNGT1/CALM2/GNG5",4
"R-HSA-5626467","R-HSA-5626467","RHO GTPases activate IQGAPs","4/324","32/11146",0.125,4.30015432098765,3.23469113547863,0.0132649389080942,0.0471448976274561,0.0293453868510384,"CALM2/ACTB/ACTG1/TUBA1B",4
"R-HSA-5656169","R-HSA-5656169","Termination of translesion DNA synthesis","4/324","32/11146",0.125,4.30015432098765,3.23469113547863,0.0132649389080942,0.0471448976274561,0.0293453868510384,"UBB/UBC/RPA3/RPS27A",4
"R-HSA-70268","R-HSA-70268","Pyruvate metabolism","5/324","49/11146",0.102040816326531,3.51033005794911,3.04708696931187,0.0134795539107515,0.0477510994746884,0.0297227177736214,"UBB/UBC/LDHB/RPS27A/PDHX",5
"R-HSA-5658442","R-HSA-5658442","Regulation of RAS by GAPs","6/324","68/11146",0.0882352941176471,3.03540305010893,2.91294962104471,0.0139134825998214,0.0491277366065353,0.0305796068797719,"UBB/UBC/RASA1/RPS27A/PSMB5/PSMB10",6
"R-HSA-5696398","R-HSA-5696398","Nucleotide Excision Repair","8/324","109/11146",0.073394495412844,2.52486125269,2.76806850124991,0.0140225234029966,0.0493519979508061,0.0307191985691073,"UBB/UBC/RPA3/COPS4/ACTB/RPS27A/INO80C/DDB2",8
